no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,lead_time,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,room_type_reserved_Room_Type 1,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online
2,0,1,2,1,0,28,0,0,0,87.0,1,1,1,0,0,0,0,0,0,0,1,0
2,0,1,2,1,0,150,0,0,0,76.5,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,1,0,322,0,0,0,52.0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,1,0,0,36,0,0,0,102.6,2,1,1,0,0,0,0,0,0,0,0,1
2,0,0,1,2,0,55,0,0,0,104.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,3,2,0,36,0,0,0,112.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,5,1,0,0,0,0,0,81.6,2,1,1,0,0,0,0,0,0,0,0,1
2,0,1,2,1,0,305,0,0,0,89.0,0,0,1,0,0,0,0,0,0,0,1,0
2,1,0,1,1,0,0,0,0,0,146.0,2,1,1,0,0,0,0,0,0,0,1,0
2,0,1,2,1,0,186,0,0,0,80.0,0,1,1,0,0,0,0,0,0,0,1,0
3,0,1,3,1,0,53,0,0,0,151.2,2,1,0,0,1,0,0,0,0,0,0,1
2,0,2,2,1,0,56,0,0,0,185.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,5,1,0,277,0,0,0,80.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,3,0,0,80,0,0,0,55.63,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,4,0,0,61,0,0,0,94.78,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,1,0,47,0,0,0,93.6,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,3,1,0,28,0,0,0,118.15,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,1,0,0,13,0,0,0,85.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,3,1,0,303,0,0,0,78.0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,1,1,0,87,0,0,0,94.25,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,1,1,0,56,0,0,0,120.0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,1,2,1,0,31,0,0,0,80.0,2,1,1,0,0,0,0,0,0,0,1,0
3,0,2,1,1,0,9,0,0,0,130.0,2,1,0,0,1,0,0,0,0,0,0,1
1,0,2,4,1,0,245,0,0,0,110.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,2,2,0,80,0,0,0,136.0,0,1,0,0,1,0,0,0,0,0,1,0
2,0,0,2,2,0,320,0,0,0,115.0,1,0,1,0,0,0,0,0,0,0,1,0
3,0,2,1,1,0,2,0,0,0,165.0,1,1,0,0,1,0,0,0,0,0,1,0
2,0,0,1,0,0,7,0,0,0,128.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,4,1,0,76,0,0,0,69.12,0,1,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,171,0,0,0,105.3,1,0,1,0,0,0,0,0,0,0,0,1
2,0,1,1,0,0,0,0,0,0,98.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,7,0,0,0,136.0,0,1,0,0,1,0,0,0,0,0,0,1
1,0,0,3,1,0,71,0,0,0,120.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,3,1,0,73,0,0,0,85.67,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,4,1,0,270,0,0,0,62.8,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,2,1,0,11,0,0,0,85.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,1,1,0,42,0,0,0,118.8,0,1,0,0,1,0,0,0,0,0,0,1
1,0,2,5,1,0,66,0,0,0,63.75,1,1,1,0,0,0,0,0,0,0,1,0
2,0,1,1,2,0,247,0,0,0,115.0,1,0,1,0,0,0,0,0,0,0,1,0
2,0,2,2,1,0,60,0,0,0,75.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,1,1,0,0,0,0,0,90.0,2,1,1,0,0,0,0,0,0,0,0,1
1,0,0,2,1,0,19,0,0,0,116.0,1,0,1,0,0,0,0,0,0,0,0,1
1,0,1,1,1,0,32,0,0,0,120.0,1,1,1,0,0,0,0,0,0,0,0,1
1,0,1,1,1,0,54,0,0,0,91.13,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,4,1,0,97,0,0,0,60.5,1,1,0,0,1,0,0,0,0,0,1,0
2,0,1,3,1,0,128,0,0,0,114.3,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,3,0,0,94,0,0,0,79.2,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,2,1,0,115,0,0,0,87.0,0,1,1,0,0,0,0,0,0,0,1,0
3,0,0,4,1,0,90,0,0,0,105.4,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,3,0,0,25,0,0,0,88.0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,197,0,0,0,106.2,2,0,1,0,0,0,0,0,0,0,0,1
2,0,1,5,1,0,125,0,0,0,143.1,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,1,0,0,7,0,0,0,129.0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,153,0,0,0,80.1,2,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,9,0,0,0,86.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,2,1,0,105,0,0,0,131.4,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,1,0,317,0,0,0,120.0,0,0,1,0,0,0,0,0,0,0,1,0
3,0,0,2,1,0,5,0,0,0,187.0,1,1,0,0,1,0,0,0,0,0,0,1
2,0,2,1,1,0,83,0,0,0,75.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,1,0,122,0,0,0,85.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,1,0,0,20,0,0,0,88.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,134,0,0,0,129.6,2,1,1,0,0,0,0,0,0,0,0,1
2,0,0,1,1,0,105,0,0,0,75.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,3,1,0,54,0,0,0,116.1,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,1,0,29,0,0,0,152.0,2,1,1,0,0,0,0,0,0,0,0,1
2,0,2,3,1,0,27,0,0,0,75.0,0,1,0,0,1,0,0,0,0,0,1,0
3,0,0,1,1,0,124,0,0,0,92.65,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,0,0,103,0,0,0,79.2,2,1,1,0,0,0,0,0,0,0,0,1
3,0,2,1,1,0,137,0,0,0,93.0,2,1,0,0,1,0,0,0,0,0,1,0
2,0,1,1,0,0,9,0,0,0,139.0,0,1,1,0,0,0,0,0,0,0,0,1
2,0,0,4,1,0,49,0,0,0,75.95,1,1,1,0,0,0,0,0,0,0,0,1
1,0,0,2,2,0,102,0,0,0,80.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,2,0,0,28,0,0,0,132.05,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,3,1,0,100,0,0,0,101.15,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,3,0,0,61,0,0,0,92.5,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,1,2,0,247,0,0,0,115.0,1,0,1,0,0,0,0,0,0,0,1,0
2,0,2,5,1,0,24,0,0,0,130.78,2,1,0,0,1,0,0,0,0,0,0,1
2,0,0,4,1,0,4,0,0,0,132.08,1,1,0,0,1,0,0,0,0,0,0,1
2,0,2,3,1,0,8,0,0,0,127.4,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,1,1,0,0,0,0,0,111.6,0,1,1,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,8,0,0,0,92.4,0,1,1,0,0,0,0,0,0,0,0,1
2,0,1,2,1,0,189,0,0,0,109.8,0,0,0,0,1,0,0,0,0,0,0,1
2,0,3,5,1,0,155,0,0,0,95.2,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,0,0,0,0,0,0,0,109.0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,2,4,0,0,4,0,0,0,81.0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,162,0,0,0,70.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,3,1,0,118,0,0,0,123.3,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,3,0,0,10,0,0,0,87.05,1,1,1,0,0,0,0,0,0,0,0,1
1,0,0,2,1,0,164,0,0,0,100.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,2,0,0,142,0,0,0,79.2,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,112,0,0,0,120.0,1,1,1,0,0,0,0,0,0,0,1,0
2,0,2,5,2,0,94,0,0,0,164.9,1,0,0,0,1,0,0,0,0,0,0,1
1,0,0,1,0,0,1,0,0,0,102.6,0,1,1,0,0,0,0,0,0,0,0,1
2,1,2,4,1,0,134,0,0,0,135.15,2,1,1,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,74,0,0,0,97.92,0,1,1,0,0,0,0,0,0,0,1,0
1,0,1,0,0,0,14,0,0,0,57.75,0,1,1,0,0,0,0,0,0,0,0,1
2,0,2,2,1,0,6,0,0,0,72.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,2,0,69,0,0,0,106.0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,2,0,0,8,0,0,0,63.4,0,1,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,44,0,0,0,75.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,2,1,0,57,0,0,0,90.67,1,1,1,0,0,0,0,0,0,0,1,0
2,0,0,3,1,0,51,0,0,0,118.8,1,1,1,0,0,0,0,0,0,0,0,1
3,0,0,2,1,0,111,0,0,0,159.3,1,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,0,0,18,0,0,0,115.0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,2,1,0,164,0,0,0,100.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,2,0,104,0,0,0,114.0,1,0,1,0,0,0,0,0,0,0,1,0
2,0,2,2,1,0,60,0,0,0,135.9,1,0,1,0,0,0,0,0,0,0,0,1
2,0,0,3,0,0,45,0,0,0,67.5,1,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,2,0,273,0,0,0,109.0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,2,3,2,0,79,0,0,0,183.6,1,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,1,0,7,0,0,0,150.0,1,1,1,0,0,0,0,0,0,0,0,1
1,0,0,2,1,0,37,0,0,0,90.9,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,0,1,0,61,0,0,0,91.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,5,0,0,117,0,0,0,126.0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,77,0,0,0,116.1,1,1,1,0,0,0,0,0,0,0,0,1
1,0,2,1,1,0,116,0,0,0,61.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,2,1,0,70,0,0,0,149.4,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,2,0,39,0,0,0,101.5,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,1,0,71,0,0,0,75.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,2,1,0,133,0,0,0,86.36,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,2,0,0,69,0,0,0,74.8,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,177,0,0,0,72.25,1,1,1,0,0,0,0,0,0,0,1,0
1,0,0,2,1,0,14,0,0,0,110.5,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,90,0,0,0,75.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,3,1,0,56,0,0,0,75.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,0,0,67,0,0,0,116.1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,1,1,0,41,0,0,0,145.2,2,1,0,0,1,0,0,0,0,0,0,1
2,0,1,2,1,0,191,0,0,0,132.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,2,2,0,291,0,0,0,115.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,2,0,0,12,0,0,0,117.04,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,3,0,0,35,0,0,0,99.0,0,1,1,0,0,0,0,0,0,0,0,1
2,0,2,2,1,0,95,0,0,0,132.6,0,1,0,0,1,0,0,0,0,0,0,1
3,0,2,0,1,0,34,0,0,0,122.45,1,1,0,0,1,0,0,0,0,0,0,1
2,0,2,3,0,0,55,0,0,0,80.24,2,1,1,0,0,0,0,0,0,0,0,1
2,0,1,2,1,0,273,0,0,0,94.5,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,2,0,0,126,0,0,0,89.25,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,2,1,0,191,0,0,0,132.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,2,2,0,68,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1
2,0,1,2,1,0,9,0,0,0,48.67,0,1,0,0,1,0,0,0,0,0,1,0
1,0,0,3,1,0,335,0,0,0,80.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,6,1,0,153,0,0,0,111.78,0,0,1,0,0,0,0,0,0,0,0,1
2,1,0,1,1,0,55,0,0,0,152.1,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,2,1,0,56,0,0,0,185.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,0,0,49,0,0,0,107.1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,4,1,0,75,0,0,0,80.75,0,1,1,0,0,0,0,0,0,0,1,0
3,0,1,3,1,0,40,0,0,0,152.33,2,1,0,0,1,0,0,0,0,0,0,1
2,0,2,5,1,0,196,0,0,0,72.25,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,1,1,0,186,0,0,0,112.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,1,1,0,97,0,0,0,102.3,0,1,0,0,1,0,0,0,0,0,0,1
2,0,2,0,1,0,18,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,0,1
2,0,2,1,1,0,29,0,0,0,38.67,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,3,1,0,212,0,0,0,78.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,2,1,0,85,0,0,0,140.4,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,2,1,0,117,0,0,0,80.75,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,3,1,0,140,0,0,0,113.9,0,0,0,0,1,0,0,0,0,0,0,1
3,0,0,3,1,0,267,0,0,0,128.7,1,0,0,0,1,0,0,0,0,0,0,1
2,0,2,6,1,0,71,0,0,0,93.6,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,1,2,0,124,0,0,0,94.5,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,2,1,0,46,0,0,0,60.0,0,1,1,0,0,0,0,0,0,0,1,0
3,0,1,1,1,0,27,0,0,0,177.0,1,1,0,0,1,0,0,0,0,0,0,1
2,0,2,2,1,0,68,0,0,0,60.0,0,1,0,0,1,0,0,0,0,0,1,0
2,0,0,2,0,0,36,0,0,0,109.0,2,1,1,0,0,0,0,0,0,0,0,1
2,0,0,1,1,0,101,0,0,0,101.18,1,1,0,0,1,0,0,0,0,0,0,1
2,0,0,1,1,0,87,0,0,0,74.15,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,2,1,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1
3,0,1,1,1,0,35,0,0,0,175.5,1,1,0,0,1,0,0,0,0,0,0,1
2,0,1,2,1,0,77,0,0,0,136.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,1,0,317,0,0,0,120.0,0,0,1,0,0,0,0,0,0,0,1,0
3,0,1,2,1,0,152,0,0,0,110.65,2,0,1,0,0,0,0,0,0,0,0,1
2,0,1,3,1,0,15,0,0,0,136.0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,3,0,0,24,0,0,0,99.33,1,1,1,0,0,0,0,0,0,0,0,1
2,1,2,3,1,0,146,0,0,0,116.45,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,5,1,0,49,0,0,0,101.51,1,1,0,0,1,0,0,0,0,0,0,1
3,0,1,0,1,0,40,0,0,0,158.4,1,1,0,0,1,0,0,0,0,0,0,1
2,0,2,1,1,0,172,0,0,0,96.3,2,1,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,1,0,0,0,99.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,2,0,74,0,0,0,101.5,0,1,1,0,0,0,0,0,0,0,1,0
1,0,1,0,1,0,118,0,0,0,125.0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,2,1,0,61,0,0,0,121.5,0,1,1,0,0,0,0,0,0,0,0,1
2,0,2,1,2,0,138,0,0,0,94.5,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,3,1,0,92,0,0,0,93.3,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,8,0,0,0,116.78,1,1,0,0,1,0,0,0,0,0,0,1
2,0,2,1,1,0,205,0,0,0,90.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,4,0,0,100,0,0,0,82.88,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,2,2,1,0,28,0,0,0,76.95,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,2,1,0,47,0,0,0,60.0,1,1,0,0,1,0,0,0,0,0,1,0
1,0,0,1,1,0,12,0,0,0,90.0,1,1,1,0,0,0,0,0,0,0,1,0
2,1,1,0,1,0,16,0,0,0,134.8,1,1,1,0,0,0,0,0,0,0,0,1
2,1,1,2,1,0,81,0,0,0,134.1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,304,0,0,0,89.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,3,0,0,0,0,0,0,145.67,0,1,1,0,0,0,0,0,0,0,0,1
2,0,1,2,1,0,66,0,0,0,75.0,0,1,1,0,0,0,0,0,0,0,1,0
3,0,2,5,1,0,126,0,0,0,140.27,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,2,1,0,81,0,0,0,65.0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,2,1,0,164,0,0,0,100.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,2,1,0,148,0,0,0,108.16,1,1,0,0,1,0,0,0,0,0,0,1
2,0,2,0,1,0,61,0,0,0,91.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,2,1,0,267,0,0,0,95.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,1,1,0,49,0,0,0,106.2,2,1,1,0,0,0,0,0,0,0,0,1
2,0,0,4,1,0,175,0,0,0,112.63,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,2,0,63,0,0,0,116.0,0,1,1,0,0,0,0,0,0,0,1,0
2,1,1,0,1,0,62,0,0,0,152.1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,1,1,0,4,0,0,0,170.0,2,1,0,0,1,0,0,0,0,0,0,1
2,0,2,1,0,0,11,0,0,0,109.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,35,0,0,0,117.9,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,204,0,0,0,100.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,2,1,0,15,0,0,0,87.0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,1,2,0,6,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,244,0,0,0,85.5,1,0,1,0,0,0,0,0,0,0,0,1
1,0,0,3,1,0,166,0,0,0,110.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,2,0,0,46,0,0,0,79.2,1,1,1,0,0,0,0,0,0,0,0,1
2,1,1,2,2,0,96,0,0,0,178.65,2,1,1,0,0,0,0,0,0,0,0,1
2,0,1,3,0,0,26,0,0,0,103.76,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,1,1,0,3,0,0,0,101.0,2,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,2,0,102,0,0,0,101.5,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,2,1,0,25,0,0,0,85.0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,2,1,0,4,0,0,0,95.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,2,1,0,159,0,0,0,144.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,0,0,0,3,0,0,0,87.78,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,2,1,0,78,0,0,0,100.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,4,0,0,178,0,0,0,80.75,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,5,0,0,85,0,0,0,72.25,2,1,1,0,0,0,0,0,0,0,0,1
2,0,1,3,1,0,122,0,0,0,99.45,0,1,1,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,0,0,0,97.0,0,1,1,0,0,0,0,0,0,0,0,1
2,0,2,2,1,0,65,0,0,0,68.0,1,1,1,0,0,0,0,0,0,0,1,0
2,0,2,2,1,0,36,0,0,0,87.89,1,1,0,0,1,0,0,0,0,0,0,1
2,0,2,2,1,0,174,0,0,0,119.85,1,0,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,186,0,0,0,72.25,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,1,0,317,0,0,0,120.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,2,0,0,17,0,0,0,88.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,1,1,0,282,0,0,0,76.67,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,3,1,0,37,0,0,0,71.25,0,1,0,0,1,0,0,0,0,0,1,0
2,0,0,2,1,0,122,0,0,0,85.0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,3,1,0,29,0,0,0,67.5,1,1,1,0,0,0,0,0,0,0,1,0
2,0,1,2,1,0,207,0,0,0,161.67,0,1,1,0,0,0,0,0,0,0,1,0
3,0,0,2,1,0,145,0,0,0,151.2,0,1,0,0,1,0,0,0,0,0,0,1
2,0,2,2,1,0,134,0,0,0,65.0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,1,2,1,0,84,0,0,0,90.9,2,1,1,0,0,0,0,0,0,0,0,1
2,0,2,3,1,0,8,0,0,0,65.54,0,0,1,0,0,0,0,0,0,0,0,1
2,1,2,3,2,0,121,0,0,0,181.17,2,1,1,0,0,0,0,0,0,0,0,1
2,0,1,3,1,0,265,0,0,0,73.95,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,0,0,0,23,0,0,0,114.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,3,0,0,17,0,0,0,97.0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,2,1,0,192,0,0,0,95.0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,2,2,1,0,163,0,0,0,100.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,4,1,0,64,0,0,0,88.4,2,1,1,0,0,0,0,0,0,0,0,1
2,0,1,2,1,0,191,0,0,0,132.0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,2,2,0,6,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1
2,0,1,3,1,0,59,0,0,0,123.98,1,1,0,0,1,0,0,0,0,0,0,1
1,0,0,1,0,0,14,0,0,0,100.0,1,1,1,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,0,0,0,139.0,0,1,1,0,0,0,0,0,0,0,0,1
2,0,1,0,1,0,8,0,0,0,101.0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,2,3,1,0,33,0,0,0,131.88,1,1,1,0,0,0,0,0,0,0,0,1
1,0,1,2,1,0,31,0,0,0,70.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,3,0,0,74,0,0,0,74.8,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,54,0,0,0,125.1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,1,0,75,0,0,0,140.4,1,0,0,0,1,0,0,0,0,0,0,1
2,0,2,2,1,0,48,0,0,0,93.5,2,1,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,142,0,0,0,94.5,2,1,1,0,0,0,0,0,0,0,0,1
2,0,0,1,1,0,69,0,0,0,135.9,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,72,0,0,0,67.22,1,1,1,0,0,0,0,0,0,0,0,1
2,1,0,2,1,0,21,0,0,0,169.0,1,1,1,0,0,0,0,0,0,0,0,1
3,0,0,2,1,0,37,0,0,0,158.4,2,1,0,0,1,0,0,0,0,0,0,1
2,0,0,1,1,0,35,0,0,0,97.0,1,1,0,0,1,0,0,0,0,0,0,1
2,0,1,3,0,0,21,0,0,0,59.5,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,1,1,0,30,0,0,0,81.9,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,3,1,0,192,0,0,0,99.45,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,3,1,0,49,0,0,0,67.32,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,1,1,0,1,0,0,0,155.0,1,1,0,0,1,0,0,0,0,0,0,1
1,0,0,1,1,0,22,0,0,0,149.0,2,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,1,0,86,0,0,0,105.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,3,1,0,172,0,0,0,80.75,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,3,1,0,160,0,0,0,132.3,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,1,1,0,3,0,0,0,130.0,2,1,1,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,152,0,0,0,71.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,1,1,0,15,0,0,0,38.67,1,1,1,0,0,0,0,0,0,0,1,0
2,0,2,1,0,0,84,0,0,0,125.1,2,1,1,0,0,0,0,0,0,0,0,1
2,0,1,2,1,0,91,0,0,0,80.0,0,1,1,0,0,0,0,0,0,0,1,0
3,0,1,1,1,0,46,0,0,0,163.8,2,1,0,0,1,0,0,0,0,0,0,1
2,0,2,1,0,0,19,0,0,0,119.0,1,1,1,0,0,0,0,0,0,0,0,1
3,0,1,1,1,0,1,0,0,0,137.0,1,1,0,0,1,0,0,0,0,0,0,1
2,0,1,1,0,0,24,0,0,0,139.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,1,0,1,0,0,0,100.8,0,1,1,0,0,0,0,0,0,0,1,0
2,1,0,1,1,0,13,0,0,0,75.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,1,2,0,247,0,0,0,115.0,1,0,1,0,0,0,0,0,0,0,1,0
